age,gender,marital_status,education_level,years_experience,skill_score,certifications,job_role,department,job_level,employment_type,remote_status,performance_score,projects_completed,overtime_hours,company_size,location,monthly_salary
48,Female,Single,High School,8.705666749777208,4,1,DevOps Engineer,Security,Mid,Permanent,Hybrid,5,1,7.9,Large,Lagos,1103771
29,Male,Married,Master,9.01757550498415,10,4,Data Scientist,Operations,Junior,Permanent,Remote,2,4,7.5,Large,Lagos,1184866
32,Other,Single,MSc,10.705916483592533,1,1,Data Analyst,Engineering,Junior,Permanent,Remote,2,5,12.1,Medium,Lagos,573609
25,Male,Married,High School,0.7373452113695658,6,4,Product Manager,Engineering,Senior,Permanent,Hybrid,2,9,5.9,Small,Kigali,1040239
48,Male,Married,High School,1.9376480445805893,7,5,Product Manager,Engineering,Senior,Permanent,Remote,5,4,7.4,Medium,Lagos,969217
55,Female,Married,MSc,6.6977177683801665,1,0,IT Support,IT,Mid,Contract,Hybrid,1,4,18.7,Large,Kigali,532025
25,Other,Single,Master,2.87030665734179,8,4,Product Manager,Engineering,Senior,Permanent,Remote,1,5,3.3,Small,Johannesburg,1308320
54,Female,Married,MSc,2.5611117200603086,9,1,Data Analyst,IT,Mid,Permanent,Onsite,2,3,13.9,Large,Lagos,974512
54,Female,Married,PhD,8.087429516891735,8,0,IT Support,Security,Senior,Permanent,Hybrid,2,6,8.4,Medium,Nairobi,1106419
33,Female,Married,PhD,3.3358577422145284,3,1,IT Support,Operations,Junior,Permanent,Onsite,1,5,4.4,Medium,Lagos,497593
59,Female,Single,ph.d,16.030627561553832,9,3,DevOps Engineer,IT,Senior,Permanent,Hybrid,1,8,13.1,Large,Nairobi,6593681
34,Male,Single,ph.d,4.867336050824388,10,1,Data Analyst,Data,Senior,Permanent,Onsite,3,10,11,Large,Nairobi,1242335
31,Female,Married,MSc,5.9190716631692295,3,3,Data Scientist,Product,Senior,Contract,Onsite,4,5,2.9,Large,Johannesburg,1172567
58,Female,Single,ph.d,8.190162162068548,4,3,Software Engineer,Engineering,Mid,Permanent,Remote,5,5,14.8,Large,Lagos,1113484
24,Male,Married,Master,0.9681784754170124,6,4,Product Manager,Product,Mid,Permanent,Hybrid,5,5,0.5,Small,Nairobi,921162
53,Male,Single,ph.d,9.03401804866138,7,3,DevOps Engineer,Operations,Junior,Permanent,Remote,4,8,11.5,Small,Johannesburg,841595
27,Male,Married,high school ,8.365870599335548,8,4,Data Scientist,IT,Junior,Permanent,Hybrid,4,8,8.8,Large,Nairobi,895060
28,Female,Single,high school ,5.602777938489199,7,3,Software Engineer,IT,Junior,Contract,Onsite,3,9,11.1,Small,Johannesburg,819644
57,Male,Single,Master,8.095709230385133,3,5,Data Analyst,Product,Junior,Permanent,Hybrid,1,5,6.9,Large,Johannesburg,794108
30,Female,Single,Bachelor,8.713130051295877,2,0,Product Manager,Operations,Mid,Permanent,Remote,1,10,12.5,Medium,Johannesburg,950386
35,Male,Married,high school ,12.740762849201198,2,4,Data Scientist,Product,Junior,Permanent,Remote,3,2,4.7,Large,Lagos,986272
58,Male,Married,PhD,17.001045871920343,9,1,Software Engineer,Data,Junior,Permanent,Hybrid,1,5,4.2,Small,Kigali,1151418
35,Female,Married,MSc,2.7539960494613105,7,4,DevOps Engineer,Engineering,Junior,Permanent,Onsite,3,8,13.7,Large,Nairobi,802414
25,Female,Married,PhD,1.8106103602338246,7,5,Data Analyst,Engineering,Mid,Permanent,Remote,2,7,12.2,Medium,Kigali,604525
49,Male,Single,Master,7.410998445232061,5,0,DevOps Engineer,IT,Mid,Permanent,Hybrid,3,4,14.8,Medium,Lagos,1000518
39,Male,Divorced,ph.d,,6,3,IT Support,Security,Junior,Permanent,Onsite,2,5,7.1,Medium,Johannesburg,724319
30,Female,Married,ph.d,9.597660927302016,7,0,IT Support,Operations,Junior,Permanent,Remote,2,6,5,Large,Johannesburg,780142
32,Other,Single,high school ,7.452323052291429,9,2,IT Support,Operations,Mid,Permanent,Remote,2,5,18.1,Large,Kigali,834378
24,Female,Married,BSc,8.469146397045508,10,0,Data Analyst,IT,Junior,Permanent,Onsite,4,6,0,Medium,Lagos,626263
51,Female,Married,ph.d,5.7857122595202135,4,0,Software Engineer,Operations,Senior,Permanent,Hybrid,4,8,14.3,Medium,Kigali,918220
38,Male,Married,Bachelor,8.020063063873607,6,0,Data Analyst,Operations,Mid,Permanent,Onsite,1,3,17.4,Small,Lagos,895542
36,Male,Married,BSc,8.888958310575473,1,1,IT Support,Engineering,Junior,Permanent,Onsite,2,6,12,Large,Nairobi,648317
56,Male,Married,PhD,7.800093622666364,7,1,Data Analyst,Data,Senior,Permanent,Onsite,4,4,19.9,Medium,Kigali,1312903
45,Male,Divorced,high school ,1.6196055381498304,4,0,Product Manager,Data,Junior,Contract,Hybrid,2,5,12,Large,Nairobi,472010
43,Male,Married,Master,7.688023308806085,2,2,Software Engineer,IT,Mid,Permanent,Hybrid,4,3,5.6,Large,Kigali,978418
32,Male,Single,bachelor ,14.415858744199342,4,2,DevOps Engineer,Data,Mid,Permanent,Hybrid,4,5,0,Large,Kigali,1462575
54,Female,Married,Master,7.963568233919452,8,4,Product Manager,Data,Junior,Permanent,Onsite,5,3,6.9,Small,Kigali,912905
56,Male,Single,Bachelor,7.548222451072657,2,0,DevOps Engineer,Engineering,Mid,Permanent,Remote,5,3,6,Medium,Kigali,852404
57,Female,Married,Master,13.240150631563303,1,4,IT Support,Data,Mid,Permanent,Remote,2,5,17.6,Medium,Johannesburg,982790
23,Female,Married,MSc,4.01753776894051,1,3,Software Engineer,Data,Senior,Permanent,Hybrid,4,4,13.2,Medium,Nairobi,884888
29,Female,Single,Bachelor,10.558710560347087,7,2,Product Manager,Data,Mid,Permanent,Remote,5,8,15,Small,Johannesburg,1163870
38,Female,Single,BSc,4.879370587791303,7,3,Data Analyst,Security,Mid,Contract,Remote,1,5,10.6,Small,Kigali,657268
55,Female,Married,PhD,11.346333373380546,4,3,Data Scientist,Security,Senior,Permanent,Hybrid,2,5,9.1,Small,Kigali,1344652
54,Male,Single,high school ,10.192192617870255,5,0,DevOps Engineer,Product,Junior,Permanent,Hybrid,4,3,4.9,Small,Lagos,923306
34,Male,Single,MSc,5.35088454669112,5,2,Data Analyst,Data,Senior,Permanent,Onsite,4,6,14.9,Small,Nairobi,1139307
24,Male,Married,High School,5.936155494668232,7,4,IT Support,Product,Senior,Permanent,Onsite,5,5,9.3,Large,Lagos,989507
49,Male,Divorced,MSc,10.91124616567291,3,3,Data Scientist,Engineering,Mid,Contract,Hybrid,1,9,12.2,Large,Nairobi,1232791
35,Female,Married,High School,,5,0,DevOps Engineer,Data,Junior,Contract,Remote,2,5,19.2,Large,Lagos,681113
48,Female,Single,bachelor ,5.232283560421208,7,1,Software Engineer,Operations,Mid,Permanent,Remote,2,3,12,Large,Lagos,648861
36,Female,Married,bachelor ,9.481669934498067,7,2,DevOps Engineer,Product,Senior,Permanent,Remote,5,4,7.6,Large,Lagos,1195035
32,Male,Single,BSc,5.767572914420056,9,1,Data Scientist,Data,Mid,Permanent,Hybrid,3,6,8,Small,Johannesburg,1084508
25,Other,Married,high school ,7.539453520827699,4,5,DevOps Engineer,Security,Senior,Permanent,Onsite,1,6,13.8,Medium,Nairobi,1040837
54,Male,Married,Master,,1,4,DevOps Engineer,Operations,Junior,Permanent,Remote,1,7,15.2,Large,Nairobi,708261
21,Female,Divorced,Master,3.582087617321816,5,4,Software Engineer,IT,Junior,Permanent,Onsite,2,8,12.3,Medium,Johannesburg,983515
59,Male,Divorced,PhD,9.717810688607235,4,4,Product Manager,Product,Junior,Permanent,Onsite,3,3,4,Large,Lagos,795842
52,Male,Single,High School,3.9959704917423466,3,2,DevOps Engineer,Engineering,Mid,Permanent,Remote,4,7,0,Small,Lagos,776079
46,Male,Divorced,bachelor ,1.7901611567119486,7,3,Product Manager,IT,Mid,Permanent,Onsite,4,5,0.4,Medium,Kigali,852532
37,Female,Divorced,high school ,11.246434131818383,9,0,DevOps Engineer,Operations,Senior,Permanent,Onsite,3,1,6.1,Medium,Nairobi,1322666
47,Male,Married,PhD,9.062736216278811,4,5,DevOps Engineer,Product,Junior,Contract,Onsite,5,8,10.6,Small,Kigali,944299
44,Male,Single,bachelor ,2.6458665887316366,6,3,Product Manager,Product,Mid,Permanent,Onsite,4,2,5.2,Small,Kigali,826756
55,Female,Married,PhD,7.554015377728395,1,2,Product Manager,Data,Mid,Permanent,Hybrid,2,3,22.3,Small,Johannesburg,986358
59,Female,Single,high school ,2.7762088210988525,1,5,DevOps Engineer,IT,Senior,Permanent,Onsite,5,9,2,Small,Kigali,939405
46,Male,Married,bachelor ,6.390163772497537,3,1,Product Manager,Data,Senior,Permanent,Remote,1,5,5.9,Small,Lagos,1050993
58,Female,Single,ph.d,7.703952758101842,5,0,Data Scientist,Engineering,Mid,Permanent,Onsite,5,4,4.9,Medium,Johannesburg,1009244
43,Male,Married,BSc,3.766014403198418,6,4,Software Engineer,IT,Mid,Contract,Hybrid,5,6,3.3,Small,Johannesburg,848147
42,Male,Divorced,Master,9.969331734100958,9,1,Product Manager,Product,Mid,Permanent,Remote,2,8,20.9,Large,Lagos,1198092
24,Male,Single,ph.d,10.589406809286624,9,5,Product Manager,Operations,Junior,Contract,Onsite,5,4,7.6,Large,Nairobi,1286757
29,Male,Married,ph.d,8.054262099599427,10,3,Software Engineer,Engineering,Mid,Permanent,Hybrid,1,9,3.3,Small,Johannesburg,4460351
24,Male,Single,MSc,8.655928606161606,1,0,Data Scientist,Data,Junior,Permanent,Hybrid,2,5,15.7,Medium,Nairobi,878937
27,Female,Married,high school ,1.1886846465250285,2,4,DevOps Engineer,Data,Junior,Permanent,Hybrid,5,12,7.6,Medium,Lagos,711151
43,Male,Married,MSc,12.44874890737411,8,0,Product Manager,Security,Mid,Permanent,Hybrid,4,5,8.7,Medium,Nairobi,1274510
22,Female,Single,ph.d,6.634700047774124,5,3,DevOps Engineer,Engineering,Senior,Permanent,Remote,2,6,14.2,Medium,Kigali,5266096
44,Female,Married,high school ,3.258974539498337,3,2,DevOps Engineer,IT,Senior,Permanent,Remote,4,3,0.2,Small,Kigali,994994
51,Male,Married,MSc,7.583343249823701,9,3,Data Scientist,Engineering,Senior,Permanent,Hybrid,2,5,16.7,Medium,Nairobi,1328673
51,Male,Single,MSc,9.981879969555532,2,2,Product Manager,IT,Junior,Permanent,Remote,4,9,0.7,Large,Kigali,860618
54,Female,Married,Bachelor,9.04939826821588,7,4,Data Scientist,Engineering,Senior,Permanent,Remote,1,5,19.6,Small,Johannesburg,1292629
44,Female,Married,Master,2.6612385408462753,10,3,DevOps Engineer,Security,Senior,Permanent,Hybrid,2,8,16.7,Medium,Kigali,1196550
46,Female,Single,PhD,10.030551558069993,8,3,IT Support,Security,Mid,Permanent,Remote,2,4,12,Large,Nairobi,1010775
36,Female,Married,PhD,6.7573636728032405,2,3,Product Manager,Engineering,Junior,Permanent,Hybrid,4,2,22.1,Small,Johannesburg,753306
33,Male,Married,Bachelor,9.004816729536486,1,3,Product Manager,Product,Senior,Permanent,Remote,2,4,9.6,Medium,Nairobi,1150444
35,Female,Single,Master,3.7937939976748005,3,2,DevOps Engineer,IT,Junior,Permanent,Onsite,4,4,9.1,Large,Johannesburg,784250
47,Male,Single,high school ,11.183646357546609,8,2,DevOps Engineer,Engineering,Mid,Contract,Onsite,5,1,10.8,Large,Kigali,1122281
24,Female,Single,high school ,7.730862105059287,4,1,DevOps Engineer,Data,Mid,Permanent,Onsite,2,5,4.6,Small,Johannesburg,975354
36,Female,Married,PhD,11.75529325655292,5,4,Data Analyst,Data,Mid,Permanent,Remote,3,0,15.3,Medium,Lagos,858892
50,Male,Married,BSc,0.860527564575511,9,4,Data Analyst,Security,Senior,Contract,Onsite,2,5,5.2,Medium,Kigali,1018641
50,Male,Married,BSc,1.394323521539948,4,2,DevOps Engineer,IT,Junior,Contract,Remote,3,6,10.7,Small,Johannesburg,897641
56,Female,Married,bachelor ,6.039888613458776,9,1,DevOps Engineer,Engineering,Mid,Permanent,Onsite,3,2,11.6,Large,Johannesburg,1106428
23,Male,Single,bachelor ,12.870500079891126,6,1,DevOps Engineer,IT,Senior,Permanent,Onsite,5,7,14.6,Medium,Lagos,6210757
42,Male,Married,PhD,14.851243590694903,7,3,Data Scientist,Engineering,Mid,Permanent,Hybrid,3,5,10.3,Small,Johannesburg,1560461
42,Female,Divorced,Bachelor,3.4462948037008023,8,1,Data Analyst,Product,Mid,Permanent,Onsite,4,5,16.2,Small,Nairobi,957594
32,Female,Divorced,Bachelor,7.212188126445891,10,4,Data Scientist,Operations,Junior,Permanent,Remote,4,4,8.2,Medium,Lagos,1146980
41,Male,Single,PhD,7.6206079011226215,10,0,Product Manager,Data,Junior,Permanent,Onsite,2,1,16,Large,Lagos,979123
24,Female,Married,Bachelor,9.872630452152217,1,2,Product Manager,Security,Mid,Permanent,Remote,1,5,2.5,Large,Johannesburg,1052153
51,Female,Single,high school ,10.53985066564995,9,3,DevOps Engineer,IT,Junior,Permanent,Hybrid,5,7,13.8,Small,Nairobi,1181369
51,Female,Single,BSc,2.542407228353327,2,1,IT Support,Data,Mid,Permanent,Remote,5,3,9.5,Medium,Kigali,580241
43,Female,Married,Bachelor,7.258373440869487,3,2,IT Support,Engineering,Junior,Contract,Hybrid,5,5,6.4,Small,Johannesburg,825502
40,Other,Single,Master,,1,2,Data Analyst,Data,Mid,Permanent,Hybrid,5,5,11.7,Medium,Nairobi,742828
35,Female,Single,MSc,10.243165132161618,10,2,DevOps Engineer,Engineering,Junior,Permanent,Hybrid,5,9,10.6,Small,Johannesburg,1138859
43,Male,Married,Bachelor,5.645520526703851,3,4,DevOps Engineer,IT,Junior,Permanent,Hybrid,1,3,12.3,Large,Kigali,867071
48,Female,Married,ph.d,2.178471682791751,2,3,Product Manager,Security,Senior,Permanent,Onsite,2,5,13.5,Small,Johannesburg,994734
36,Male,Married,High School,8.330187239827248,7,0,Data Scientist,Security,Senior,Permanent,Remote,2,4,12.9,Small,Kigali,1140081
57,Male,Married,MSc,5.5205230279780135,7,3,Data Analyst,Operations,Junior,Permanent,Onsite,5,2,15.1,Large,Nairobi,805079
41,Male,Single,bachelor ,12.045844123104894,6,5,IT Support,Product,Junior,Permanent,Hybrid,1,4,14,Large,Kigali,963942
35,Female,Single,MSc,3.4296714578151413,10,1,Software Engineer,Product,Mid,Permanent,Onsite,1,5,7.5,Small,Johannesburg,760394
37,Female,Married,ph.d,15.891820800243739,4,5,Data Scientist,Data,Mid,Permanent,Hybrid,1,3,12.9,Medium,Kigali,1248445
57,Female,Married,ph.d,10.418222171853397,3,3,DevOps Engineer,IT,Mid,Permanent,Hybrid,3,5,9.5,Medium,Kigali,1036450
33,Male,Married,High School,12.150777652736688,7,4,Software Engineer,IT,Junior,Permanent,Remote,4,5,16.4,Small,Lagos,880277
39,Male,Married,bachelor ,2.8846551938061955,3,0,Data Analyst,Security,Junior,Permanent,Onsite,1,6,11.8,Small,Johannesburg,446973
50,Male,Single,MSc,14.153837508535037,9,3,Data Analyst,Product,Junior,Contract,Hybrid,3,7,4.5,Large,Lagos,1262607
38,Female,Single,Master,2.149810218366932,10,1,Software Engineer,Engineering,Junior,Permanent,Remote,5,3,11.1,Large,Johannesburg,795204
34,Male,Single,ph.d,6.1607532141857,8,3,Data Analyst,Product,Junior,Contract,Remote,3,7,6.6,Medium,Nairobi,674852
56,Male,Married,MSc,12.21862650962704,7,4,Data Analyst,Security,Senior,Permanent,Hybrid,4,5,15.6,Medium,Johannesburg,1454816
56,Male,Single,Bachelor,9.027076290017899,2,2,Product Manager,Data,Junior,Permanent,Remote,1,6,20.5,Small,Kigali,837665
40,Female,Married,MSc,2.0433523308161528,10,4,DevOps Engineer,Product,Junior,Contract,Remote,4,6,7,Large,Kigali,931726
39,Female,Single,BSc,11.541640247370609,3,4,Data Scientist,Engineering,Mid,Permanent,Onsite,2,5,2.7,Large,Nairobi,1115058
27,Female,Married,high school ,8.35981781097015,8,4,IT Support,Security,Senior,Permanent,Remote,4,4,5.7,Small,Johannesburg,1218529
24,Male,Married,Bachelor,5.335199055780265,3,0,DevOps Engineer,Data,Senior,Permanent,Onsite,1,5,12.3,Medium,Johannesburg,947630
54,Male,Married,Master,0.8319629758015168,8,5,Product Manager,Engineering,Mid,Permanent,Onsite,5,5,14,Small,Nairobi,976578
22,Male,Married,Master,8.73900211949131,4,3,Data Analyst,Operations,Junior,Permanent,Hybrid,4,6,8.1,Small,Kigali,741446
25,Male,Married,MSc,6.346288788134296,5,1,IT Support,Data,Junior,Permanent,Hybrid,2,6,13.3,Small,Nairobi,562151
30,Male,Single,Master,7.62523739498894,9,2,Data Analyst,Engineering,Junior,Permanent,Remote,3,4,14.5,Large,Johannesburg,878124
52,Male,Single,ph.d,0.6591945593176334,10,2,DevOps Engineer,Product,Junior,Permanent,Remote,2,6,24.5,Small,Nairobi,895462
33,Male,Divorced,BSc,5.325371766574612,2,5,Data Scientist,Operations,Senior,Permanent,Onsite,3,5,9.5,Medium,Lagos,1210079
59,Male,Single,BSc,8.921218486166046,3,0,Data Analyst,Engineering,Senior,Permanent,Hybrid,2,11,12.1,Medium,Johannesburg,1108207
25,Male,Single,PhD,14.505858445218927,1,1,Software Engineer,Security,Junior,Permanent,Onsite,1,7,12.4,Small,Nairobi,929501
30,Female,Single,PhD,6.178873508597478,8,5,Software Engineer,Product,Junior,Permanent,Hybrid,3,5,5.9,Medium,Kigali,905658
30,Other,Single,High School,12.773196236272483,9,2,Software Engineer,Operations,Senior,Contract,Hybrid,1,6,13.2,Small,Nairobi,1560007
58,Female,Single,Bachelor,10.149393683399385,10,1,Software Engineer,IT,Mid,Contract,Onsite,4,9,11.7,Small,Johannesburg,1148685
47,Male,Married,Master,7.935139865013393,9,1,IT Support,IT,Senior,Permanent,Hybrid,3,3,9,Large,Johannesburg,1219196
41,Male,Divorced,Master,2.9506328653355425,3,3,DevOps Engineer,Operations,Senior,Permanent,Hybrid,4,4,3.9,Small,Lagos,1118877
28,Female,Married,High School,3.1180858258761748,5,0,Software Engineer,Engineering,Mid,Permanent,Remote,5,6,4.7,Large,Lagos,779526
21,Male,Single,high school ,9.470163482826397,9,4,Data Analyst,Engineering,Mid,Permanent,Remote,2,5,13.7,Small,Nairobi,1193817
48,Female,Married,MSc,4.894017703579149,5,4,Product Manager,Data,Mid,Permanent,Remote,2,5,7.3,Medium,Lagos,1178597
59,Female,Married,High School,4.538549124935601,1,5,Data Analyst,Engineering,Mid,Contract,Hybrid,2,7,8.8,Small,Lagos,928799
34,Female,Married,BSc,6.277558643862826,1,2,Data Analyst,Engineering,Junior,Permanent,Onsite,5,3,11.6,Large,Kigali,770869
41,Female,Single,High School,6.344676678643231,4,2,Data Analyst,IT,Senior,Permanent,Onsite,5,3,4.1,Large,Nairobi,914898
50,Female,Single,Master,10.603071904774747,7,0,Data Analyst,IT,Senior,Permanent,Onsite,1,8,8.1,Small,Lagos,1218074
41,Female,Married,MSc,4.9780092069591575,7,3,Product Manager,Engineering,Mid,Permanent,Onsite,3,5,13.8,Small,Johannesburg,990734
29,Male,Married,PhD,10.204960144097264,7,2,Software Engineer,Product,Mid,Permanent,Remote,3,7,4,Medium,Johannesburg,959023
37,Male,Married,Bachelor,8.758820536217614,6,5,Data Scientist,IT,Junior,Permanent,Hybrid,3,0,10,Medium,Nairobi,904780
25,Male,Single,Bachelor,0.3040160505517946,1,5,IT Support,Security,Senior,Permanent,Remote,4,5,15.9,Small,Johannesburg,712310
51,Male,Married,High School,8.178030651933229,3,5,Product Manager,Security,Junior,Permanent,Onsite,5,5,18.7,Small,Nairobi,1070278
58,Male,Single,Bachelor,,5,5,Product Manager,Security,Mid,Contract,Onsite,5,3,12.3,Small,Lagos,1158030
39,Male,Single,BSc,3.4191069533920535,4,5,Product Manager,Engineering,Mid,Permanent,Onsite,5,4,12,Medium,Kigali,793890
56,Female,Single,Master,8.852307386248993,4,2,IT Support,IT,Mid,Permanent,Remote,2,2,7.8,Small,Lagos,694905
53,Male,Single,Bachelor,6.9574275989625,9,1,Data Analyst,Engineering,Junior,Contract,Hybrid,4,6,11.8,Medium,Kigali,640615
33,Male,Single,bachelor ,,7,0,DevOps Engineer,Operations,Junior,Permanent,Onsite,5,6,5.8,Large,Lagos,1033393
34,Male,Single,BSc,2.5233529321058086,9,4,IT Support,IT,Senior,Permanent,Hybrid,5,3,21,Medium,Johannesburg,857206
53,Male,Single,BSc,,7,0,Product Manager,Engineering,Junior,Permanent,Hybrid,3,11,4,Large,Kigali,738910
49,Male,Single,ph.d,1.6297469718228648,10,5,Data Analyst,IT,Junior,Contract,Remote,3,2,9.9,Small,Lagos,809261
56,Female,Single,PhD,9.3162533972742,3,4,Product Manager,Product,Junior,Contract,Remote,5,4,7.7,Large,Johannesburg,3669450
30,Female,Single,High School,4.770268245699414,10,1,Data Scientist,Operations,Mid,Permanent,Hybrid,2,3,9.8,Small,Kigali,789853
51,Male,Single,high school ,7.679782166906232,4,3,Software Engineer,Engineering,Mid,Permanent,Hybrid,5,5,15.5,Medium,Kigali,938049
26,Male,Single,BSc,7.054577526157985,9,4,Software Engineer,Operations,Senior,Contract,Remote,3,4,12,Medium,Kigali,1229694
21,Male,Single,Bachelor,7.130332281998343,1,1,Product Manager,Engineering,Junior,Permanent,Hybrid,4,4,6.8,Medium,Johannesburg,728258
27,Female,Single,MSc,11.092529692452207,3,3,Data Analyst,Operations,Senior,Permanent,Hybrid,2,5,8.3,Small,Johannesburg,1310801
47,Male,Single,Master,6.188357431315904,4,1,Data Scientist,Operations,Junior,Permanent,Hybrid,1,4,11.9,Large,Nairobi,788044
41,Male,Married,high school ,10.642673492239625,4,3,Data Scientist,Data,Mid,Permanent,Onsite,4,6,9.1,Large,Johannesburg,1232805
48,Male,Married,PhD,,7,2,DevOps Engineer,Engineering,Senior,Permanent,Onsite,4,4,9.5,Medium,Nairobi,1282351
36,Female,Married,BSc,11.445703827376187,4,5,Data Analyst,IT,Mid,Contract,Remote,2,2,6.4,Medium,Kigali,1115788
43,Male,Married,Master,1.8396876315608903,10,3,Data Analyst,IT,Senior,Permanent,Onsite,2,5,12.7,Medium,Nairobi,1201822
40,Female,Married,PhD,2.708241107686714,8,4,Data Scientist,IT,Mid,Permanent,Remote,5,6,10.3,Medium,Kigali,1026719
58,Male,Single,Master,4.181530042034976,1,3,Software Engineer,Operations,Senior,Permanent,Remote,1,5,11.6,Small,Nairobi,912267
45,Female,Married,Bachelor,11.335420883325746,3,0,Software Engineer,Product,Mid,Permanent,Hybrid,2,3,12.2,Small,Johannesburg,888732
48,Female,Married,MSc,3.442800603421369,10,3,Data Scientist,IT,Mid,Contract,Remote,2,3,10.2,Small,Kigali,1056756
25,Male,Married,bachelor ,4.3764448830545835,10,1,IT Support,Security,Junior,Permanent,Onsite,4,4,0.1,Medium,Johannesburg,588615
41,Male,Single,Master,3.153249127896884,6,4,Data Scientist,Operations,Junior,Permanent,Onsite,5,7,5,Large,Kigali,598279
38,Male,Married,Master,8.021579203437751,3,5,Product Manager,Security,Mid,Permanent,Remote,5,6,4.9,Medium,Nairobi,912593
26,Male,Married,BSc,9.974433339550671,8,2,DevOps Engineer,Security,Mid,Contract,Onsite,3,3,18.1,Small,Nairobi,1190917
49,Female,Married,High School,13.817298063042523,7,5,IT Support,IT,Senior,Contract,Hybrid,1,4,7.3,Small,Kigali,1386479
39,Male,Married,PhD,16.599269999147083,5,2,Data Analyst,Data,Senior,Permanent,Hybrid,3,1,4.7,Medium,Kigali,1603350
53,Female,Divorced,high school ,9.600723012751878,2,1,Data Scientist,Operations,Senior,Contract,Hybrid,5,3,15.6,Medium,Lagos,1279455
21,Male,Married,bachelor ,8.462616747477473,5,2,Data Scientist,Engineering,Junior,Permanent,Remote,4,5,12.1,Large,Nairobi,732266
23,Male,Single,Bachelor,2.130641071567153,9,4,IT Support,Operations,Mid,Permanent,Onsite,4,4,6.6,Large,Kigali,971596
41,Female,Single,Master,14.637212614923905,5,1,Data Scientist,Security,Junior,Permanent,Remote,1,5,23.4,Large,Lagos,1055056
55,Female,Single,High School,7.861612437335783,3,4,Product Manager,Data,Mid,Permanent,Onsite,5,4,3.7,Small,Kigali,685946
23,Male,Single,ph.d,5.843740632369455,7,2,Software Engineer,Engineering,Junior,Permanent,Remote,4,3,10.4,Small,Nairobi,818936
45,Male,Single,BSc,8.550127076214215,3,5,Data Scientist,IT,Mid,Permanent,Onsite,2,5,11.5,Small,Nairobi,1129159
58,Male,Married,BSc,4.454597090420476,8,2,Software Engineer,Operations,Mid,Permanent,Remote,1,7,0,Small,Kigali,911592
40,Female,Married,bachelor ,,5,0,Data Analyst,Data,Junior,Permanent,Hybrid,2,8,11.2,Medium,Nairobi,537422
54,Male,Single,bachelor ,9.287211683734407,5,1,Data Analyst,Engineering,Senior,Permanent,Remote,5,6,10.5,Medium,Nairobi,1207377
41,Male,Married,High School,12.369895407735616,6,3,Data Scientist,Security,Mid,Permanent,Onsite,5,4,5.2,Small,Lagos,1141234
43,Female,Single,ph.d,9.227690540803787,10,1,Data Analyst,Product,Junior,Permanent,Onsite,2,7,7.2,Large,Nairobi,841924
26,Male,Married,ph.d,6.971683479993384,6,4,Data Scientist,Operations,Senior,Permanent,Remote,3,5,4.9,Large,Lagos,1198539
33,Male,Single,bachelor ,7.053087009565441,3,2,Software Engineer,Security,Mid,Permanent,Remote,1,6,15.7,Large,Kigali,971129
43,Male,Married,bachelor ,7.689118990865147,7,5,IT Support,Operations,Junior,Permanent,Onsite,2,10,12.9,Small,Johannesburg,671596
29,Female,Divorced,MSc,7.566616884354337,9,0,Data Scientist,Security,Junior,Permanent,Hybrid,2,5,9.1,Small,Johannesburg,840543
37,Female,Single,bachelor ,6.7571947300777815,1,5,DevOps Engineer,IT,Senior,Permanent,Remote,3,5,15.5,Small,Lagos,1167584
22,Female,Married,High School,7.101371517875404,4,1,IT Support,Product,Senior,Permanent,Onsite,4,8,15.4,Medium,Kigali,721743
39,Male,Married,ph.d,13.220050961761856,4,5,Software Engineer,IT,Junior,Permanent,Remote,1,4,6.4,Small,Nairobi,912333
39,Female,Single,high school ,8.889092857386132,1,4,Software Engineer,Product,Senior,Permanent,Hybrid,3,6,9.9,Small,Kigali,1034498
27,Male,Divorced,BSc,7.420587936098256,6,0,IT Support,Engineering,Mid,Permanent,Onsite,2,3,5,Small,Johannesburg,676583
40,Male,Married,bachelor ,9.636907585183668,2,0,DevOps Engineer,Engineering,Junior,Permanent,Onsite,4,7,7.2,Small,Nairobi,997308
29,Female,Single,PhD,9.637195947132973,6,0,Data Scientist,Security,Senior,Permanent,Onsite,5,6,14.9,Large,Kigali,1098410
37,Male,Single,Master,10.783991851079435,1,2,IT Support,Operations,Mid,Permanent,Remote,4,4,5.9,Small,Nairobi,854119
47,Male,Married,MSc,3.972354352668559,10,4,Data Scientist,Operations,Junior,Permanent,Onsite,5,10,11.5,Small,Lagos,722046
22,Female,Married,high school ,5.0778883754088415,5,0,DevOps Engineer,Security,Junior,Permanent,Onsite,3,3,0,Large,Kigali,685912
56,Female,Single,bachelor ,3.7457701832229917,6,5,Data Scientist,Engineering,Mid,Permanent,Onsite,5,3,21.7,Medium,Nairobi,1013702
39,Male,Married,bachelor ,10.066891693974767,10,5,IT Support,Product,Mid,Permanent,Onsite,5,4,13.6,Large,Nairobi,1179253
37,Male,Single,high school ,9.871483897628101,2,5,Software Engineer,IT,Mid,Permanent,Onsite,2,4,2,Large,Kigali,960807
25,Male,Married,bachelor ,1.9070285099105142,1,2,Product Manager,Engineering,Junior,Permanent,Remote,5,3,6.2,Large,Johannesburg,649280
